Store,Country,Region,Date,Item,Salesperson,List Price,Actual Price,Discount %,,,,
Ho Chi Minh City,Vietnam,APAC,12/6/2018,Refrigerator,Sophie Petersen,1000,590,41.00%,,,,
Kuala Lumpur,Malaysia,APAC,10/13/2014,Blender,Stephen MacGregor,50,49,2.00%,,,,
New York,USA,Americas,12/16/2015,Iron,Ian Coates,30,20,33.33%,,,,
Paris,France,EMEA,8/17/2014,Dishwasher,Philip Tubbs,500,450,10.00%,,,,
Cairo,Egypt,EMEA,12/8/2018,Oven,David Amos,500,490,2.00%,,,,
Warsaw,Poland,EMEA,12/21/2016,Vacuum Cleaner,Gary Mistry,250,103,58.80%,,,,
Paris,France,EMEA,9/18/2016,Iron,Philip Tubbs,30,26,13.33%,,,,
Bangalore,India,APAC,9/6/2017,Refrigerator,Stuart Sykes,1000,570,43.00%,,,,
Dublin,Ireland,EMEA,2/21/2014,Toaster,Gwyn Taylor,50,50,0.00%,,,,
Kansas City,USA,Americas,4/23/2016,Microwave,Christina Pedley,80,79,1.25%,,,,
Rome,Italy,EMEA,6/23/2015,Iron,Michael Toy,30,27,10.00%,,,,
Bogota,Columbia,Americas,11/19/2014,Refrigerator,Alison Lazar,1000,800,20.00%,,,,
Warsaw,Poland,EMEA,2/11/2016,Toaster,Hin Bragg,50,46,8.00%,,,,
Kansas City,USA,Americas,3/11/2015,Washing Machine,Douglas Davies,800,440,45.00%,,,,
Toronto,Canada,Americas,9/5/2014,Microwave,Nick Blacklock,80,71,11.25%,,,,
Kansas City,USA,Americas,2/20/2016,Washing Machine,Ronnette Stocks,800,512,36.00%,,,,
Lima,Peru,Americas,5/3/2014,Microwave,William Lant,80,77,3.75%,,,,
Kuala Lumpur,Malaysia,APAC,8/6/2014,Oven,Trudi Griffin,500,490,2.00%,,,,
London,UK,EMEA,11/25/2015,Refrigerator,Francis Godden,1000,920,8.00%,,,,
Riyadh,Saudi Arabia,EMEA,4/24/2017,Refrigerator,Kelly Owen,1000,740,26.00%,,,,
Prague,Czech Republic,EMEA,6/26/2017,Dishwasher,Terence Mirza,500,450,10.00%,,,,
Shanghai,China,APAC,11/7/2018,Iron,Timothy Fraser,30,30,0.00%,,,,
Jerusalem,Israel,EMEA,7/25/2015,Coffee grinder,Harold Charters,70,56,20.00%,,,,
Vancouver,Canada,Americas,4/8/2017,Refrigerator,Brian Clarke,1000,560,44.00%,,,,
Jerusalem,Israel,EMEA,1/15/2014,Blender,John Bond,50,48,4.00%,,,,
Ho Chi Minh City,Vietnam,APAC,9/11/2018,Dishwasher,Austin Parsons,500,490,2.00%,,,,
London,UK,EMEA,4/27/2014,Oven,Philip Dewar,500,500,0.00%,,,,
New York,USA,Americas,3/14/2015,Oven,Robert Salisbury,500,490,2.00%,,,,
Rochester,USA,Americas,10/11/2015,Ceiling fan,Richard Bard,150,101,32.67%,,,,
Tijuana,Mexico,Americas,12/4/2016,Coffee grinder,Kevin McLauchlin,70,69,1.43%,,,,
Los Angeles,USA,Americas,5/21/2016,Washing Machine,Heather Beck,800,696,13.00%,,,,
Moscow,Russia,EMEA,4/4/2018,Coffee grinder,Darren Brooks,70,69,1.43%,,,,
Sydney,Australia,APAC,11/30/2017,Washing Machine,Stephen Neville,800,520,35.00%,,,,
Tel Aviv,Israel,EMEA,6/21/2016,Blender,David Isaacs,50,44,12.00%,,,,
Seoul,South Korea,APAC,3/5/2015,Microwave,Steven Wood,80,77,3.75%,,,,
Osaka,Japan,APAC,11/12/2015,Air conditioner,Jill Thompson,700,455,35.00%,,,,
Lima,Peru,Americas,6/19/2018,Dishwasher,Michael Wood,500,485,3.00%,,,,
Shenzhen,China,APAC,7/28/2018,Oven,Fatima James,500,500,0.00%,,,,
Los Angeles,USA,Americas,7/22/2014,Ceiling fan,Colin Matthews,150,119,20.67%,,,,
Lima,Peru,Americas,12/22/2015,Coffee grinder,Kevin Goad,70,60,14.29%,,,,
Sydney,Australia,APAC,10/19/2018,Blender,James Ricketts,50,45,10.00%,,,,
Moscow,Russia,EMEA,7/20/2017,Washing Machine,Alexander Hillier,800,744,7.00%,,,,
Houston,USA,Americas,7/28/2017,Dishwasher,Rachel Snape,500,470,6.00%,,,,
Tijuana,Mexico,Americas,4/5/2018,Coffee grinder,Richard Allnutt,70,61,12.86%,,,,
Osaka,Japan,APAC,5/27/2015,Air conditioner,Paul Atkins,700,546,22.00%,,,,
Sydney,Australia,APAC,4/26/2014,Oven,Christine Davies,500,495,1.00%,,,,
Mexico City,Mexico,Americas,2/17/2016,Washing Machine,Brendon Dyer,800,592,26.00%,,,,
Dublin,Ireland,EMEA,6/11/2015,Microwave,John Curtis,80,64,20.00%,,,,
Shanghai,China,APAC,11/22/2014,Air conditioner,Denise Docherty,700,693,1.00%,,,,
Rome,Italy,EMEA,12/2/2015,Blender,Andrew Hirst,50,38,24.00%,,,,
Mexico City,Mexico,Americas,5/2/2015,Ceiling fan,John Ali,150,140,6.67%,,,,
Jerusalem,Israel,EMEA,6/21/2014,Iron,John Bond,30,24,20.00%,,,,
Sao Paolo,Brazil,Americas,10/26/2017,Microwave,Zoe Munday,80,74,7.50%,,,,
Dubai,UAE,EMEA,2/21/2016,Coffee grinder,David Romero,70,62,11.43%,,,,
Delhi,India,APAC,8/29/2014,Microwave,Glen Campbell,80,76,5.00%,,,,
Los Angeles,USA,Americas,11/20/2018,Toaster,Maxine Stockdale,50,45,10.00%,,,,
Rochester,USA,Americas,5/13/2018,Refrigerator,Christopher Grey,1000,670,33.00%,,,,
Amsterdam,Netherlands,EMEA,9/7/2018,Coffee grinder,David Dorey,70,67,4.29%,,,,
Rochester,USA,Americas,9/19/2017,Toaster,Michael Lauder,50,46,8.00%,,,,
Osaka,Japan,APAC,8/30/2018,Washing Machine,Alice Canning,800,752,6.00%,,,,
Santiago,Chile,Americas,4/19/2018,Oven,Jason Edmund,500,490,2.00%,,,,
Istanbul,Turkey,EMEA,10/30/2016,Ceiling fan,Ian McCartan,150,147,2.00%,,,,
Prague,Czech Republic,EMEA,10/24/2015,Oven,Terence Mirza,500,495,1.00%,,,,
Jerusalem,Israel,EMEA,6/1/2017,Oven,Barbara Scott,500,500,0.00%,,,,
Vienna,Austria,EMEA,2/26/2016,Refrigerator,Paul Drage,1000,680,32.00%,,,,
Houston,USA,Americas,11/9/2018,Iron,Rachel Snape,30,27,10.00%,,,,
Mexico City,Mexico,Americas,10/24/2018,Blender,Brendon Dyer,50,44,12.00%,,,,
Chicago,USA,Americas,4/13/2018,Microwave,Amelia Scott,80,80,0.00%,,,,
Rome,Italy,EMEA,1/21/2014,Dishwasher,Audrey Kane,500,360,28.00%,,,,
Rochester,USA,Americas,8/8/2014,Washing Machine,Christopher Grey,800,656,18.00%,,,,
Houston,USA,Americas,5/17/2016,Vacuum Cleaner,David Salmon,250,248,0.80%,,,,
Lima,Peru,Americas,9/21/2016,Blender,William Lant,50,49,2.00%,,,,
Moscow,Russia,EMEA,9/7/2016,Dishwasher,Zulfiqar Mirza,500,480,4.00%,,,,
Tokyo,Japan,APAC,1/3/2014,Refrigerator,Alexander Uddin,1000,620,38.00%,,,,
Toronto,Canada,Americas,8/6/2015,Vacuum Cleaner,David Shiner,250,190,24.00%,,,,
London,UK,EMEA,5/20/2017,Washing Machine,Francis Godden,800,680,15.00%,,,,
Delhi,India,APAC,9/5/2018,Dishwasher,Tessa Morrow,500,480,4.00%,,,,
Santiago,Chile,Americas,12/16/2018,Blender,Julia Hammond,50,49,2.00%,,,,
Dubai,UAE,EMEA,2/19/2015,Microwave,Brenda Lightfoot,80,58,27.50%,,,,
Chicago,USA,Americas,5/1/2016,Dishwasher,Robert Polhill,500,500,0.00%,,,,
Tel Aviv,Israel,EMEA,10/14/2014,Air conditioner,Frances Weller,700,574,18.00%,,,,
Madria,Spain,EMEA,2/1/2018,Toaster,Howard Jones,50,47,6.00%,,,,
Guangzhou,China,APAC,12/2/2018,Iron,Helen Watt,30,26,13.33%,,,,
Sydney,Australia,APAC,11/22/2014,Iron,James Ricketts,30,22,26.67%,,,,
Capetown,South Africa,EMEA,10/2/2015,Air conditioner,Stuart Anderson,700,679,3.00%,,,,
Vienna,Austria,EMEA,10/8/2014,Refrigerator,Marie Hewitt,1000,850,15.00%,,,,
Bangalore,India,APAC,6/23/2018,Oven,Stuart Hunter,500,490,2.00%,,,,
Capetown,South Africa,EMEA,8/6/2016,Coffee grinder,Nicholas Holloway,70,70,0.00%,,,,
Delhi,India,APAC,6/18/2014,Dishwasher,Roy Johnson,500,455,9.00%,,,,
Paris,France,EMEA,7/23/2014,Iron,Darren Webb,30,26,13.33%,,,,
Bangkok,Thailand,APAC,1/9/2017,Coffee grinder,Olive Foster,70,69,1.43%,,,,
Sydney,Australia,APAC,11/8/2018,Microwave,Stephen Neville,80,69,13.75%,,,,
Capetown,South Africa,EMEA,7/18/2017,Ceiling fan,Noel Bull,150,141,6.00%,,,,
Los Angeles,USA,Americas,7/26/2015,Blender,Christopher Kitching,50,36,28.00%,,,,
Madria,Spain,EMEA,12/3/2014,Washing Machine,Philip Sutherland,800,608,24.00%,,,,
Rome,Italy,EMEA,5/6/2014,Oven,Elaine Whitfield,500,495,1.00%,,,,
Birmingham,UK,EMEA,9/25/2015,Ceiling fan,Philip Collins,150,126,16.00%,,,,
Shenzhen,China,APAC,2/8/2018,Toaster,Alastair Mills,50,17,66.00%,,,,
Istanbul,Turkey,EMEA,11/5/2017,Iron,Richard Barr,30,28,6.67%,,,,
Seattle,USA,Americas,2/16/2016,Refrigerator,Derek Harris,1000,810,19.00%,,,,
Shanghai,China,APAC,10/27/2014,Air conditioner,Sharon Hubble,700,700,0.00%,,,,
San Fransisco,USA,Americas,9/17/2018,Toaster,Gillan Clark,50,48,4.00%,,,,
Houston,USA,Americas,8/14/2016,Blender,David Salmon,50,43,14.00%,,,,
Buenos Aires,Argentina,Americas,8/15/2015,Washing Machine,Stuart Brown,800,504,37.00%,,,,
Seoul,South Korea,APAC,4/10/2018,Microwave,Suzanna Davies,80,76,5.00%,,,,
Bangkok,Thailand,APAC,7/18/2015,Iron,Martin Gee,30,29,3.33%,,,,
Tokyo,Japan,APAC,3/20/2015,Air conditioner,Tony Milner,700,644,8.00%,,,,
Kansas City,USA,Americas,12/30/2018,Coffee grinder,Christina Pedley,70,69,1.43%,,,,
Seoul,South Korea,APAC,3/9/2018,Refrigerator,Martin Birch,1000,780,22.00%,,,,
Bangalore,India,APAC,3/26/2016,Blender,Delia Muhammad,50,45,10.00%,,,,
London,UK,EMEA,7/9/2014,Coffee grinder,Ian Borowski,70,70,0.00%,,,,
Paris,France,EMEA,2/7/2015,Vacuum Cleaner,Rory Bullion,250,225,10.00%,,,,
Ho Chi Minh City,Vietnam,APAC,1/22/2014,Vacuum Cleaner,Sophie Petersen,250,205,18.00%,,,,
Tokyo,Japan,APAC,8/24/2016,Ceiling fan,Kenneth Bullion,150,131,12.67%,,,,
Bangalore,India,APAC,5/29/2014,Iron,Delia Muhammad,30,23,23.33%,,,,
Bangkok,Thailand,APAC,8/22/2017,Ceiling fan,Andi Liu,150,150,0.00%,,,,
Athens,Greece,EMEA,9/20/2017,Coffee grinder,Gary Roberts,70,69,1.43%,,,,
Delhi,India,APAC,3/23/2018,Ceiling fan,Gillian Harris,150,128,14.67%,,,,
Madria,Spain,EMEA,9/30/2017,Blender,Paul Long,50,49,2.00%,,,,
Madria,Spain,EMEA,6/12/2016,Microwave,Zhan Whitfield,80,70,12.50%,,,,
Seoul,South Korea,APAC,9/3/2018,Microwave,Mark Brook,80,80,0.00%,,,,
Dublin,Ireland,EMEA,10/31/2016,Refrigerator,James Carley,1000,870,13.00%,,,,
Jerusalem,Israel,EMEA,4/23/2014,Blender,Emma Westbrook,50,39,22.00%,,,,
Vienna,Austria,EMEA,9/8/2017,Ceiling fan,Daniel Henderson,150,138,8.00%,,,,
Istanbul,Turkey,EMEA,4/10/2017,Microwave,Chloe Lyons,80,75,6.25%,,,,
Birmingham,UK,EMEA,2/9/2014,Iron,Susan Goude,30,29,3.33%,,,,
Istanbul,Turkey,EMEA,11/9/2016,Coffee grinder,Mark Sayer,70,65,7.14%,,,,
Jerusalem,Israel,EMEA,4/11/2015,Blender,Susan Carley,50,47,6.00%,,,,
Vancouver,Canada,Americas,6/20/2018,Ceiling fan,Elaine Ricketts,150,140,6.67%,,,,
Sao Paolo,Brazil,Americas,2/17/2017,Vacuum Cleaner,Elizabeth Holloway,250,228,8.80%,,,,
Guangzhou,China,APAC,3/14/2014,Coffee grinder,Glenys Wright,70,50,28.57%,,,,
Osaka,Japan,APAC,9/1/2016,Washing Machine,Denise Clark,800,768,4.00%,,,,
New York,USA,Americas,8/22/2014,Refrigerator,Stephen Cohen,1000,590,41.00%,,,,
Cairo,Egypt,EMEA,6/10/2016,Toaster,David Amos,50,50,0.00%,,,,
Moscow,Russia,EMEA,1/14/2015,Washing Machine,Diane Batty,800,776,3.00%,,,,
Shanghai,China,APAC,1/12/2018,Iron,Paul Power,30,26,13.33%,,,,
Rome,Italy,EMEA,8/18/2014,Dishwasher,Richard Batty,500,360,28.00%,,,,
Prague,Czech Republic,EMEA,8/9/2017,Ceiling fan,Christopher Martin,150,126,16.00%,,,,
Sydney,Australia,APAC,4/2/2016,Washing Machine,Jeremy Percival,800,520,35.00%,,,,
San Fransisco,USA,Americas,11/7/2018,Refrigerator,James Stephen,1000,650,35.00%,,,,
Tokyo,Japan,APAC,8/14/2016,Refrigerator,Kenneth Bullion,1000,920,8.00%,,,,
London,UK,EMEA,2/24/2017,Blender,Francis Godden,50,49,2.00%,,,,
Prague,Czech Republic,EMEA,1/5/2018,Refrigerator,Pauline Pluck,1000,950,5.00%,,,,
Seattle,USA,Americas,12/9/2017,Iron,Alan Davie,30,29,3.33%,,,,
Madria,Spain,EMEA,1/9/2014,Blender,Zhan Whitfield,50,37,26.00%,,,,
Kansas City,USA,Americas,4/18/2015,Iron,Xun Simms,30,23,23.33%,,,,
Ho Chi Minh City,Vietnam,APAC,2/11/2015,Vacuum Cleaner,Frank Sewell,250,168,32.80%,,,,
Tel Aviv,Israel,EMEA,3/8/2018,Air conditioner,Frances Weller,700,609,13.00%,,,,
Vancouver,Canada,Americas,4/14/2017,Dishwasher,Brian Clarke,500,470,6.00%,,,,
Los Angeles,USA,Americas,12/2/2016,Microwave,Christopher Kitching,80,79,1.25%,,,,
Shanghai,China,APAC,10/24/2015,Ceiling fan,Timothy Fraser,150,105,30.00%,,,,
Buenos Aires,Argentina,Americas,8/11/2015,Microwave,Abdul Heywood,80,58,27.50%,,,,
Moscow,Russia,EMEA,3/8/2015,Washing Machine,Dermot Bailey,800,744,7.00%,,,,
Dublin,Ireland,EMEA,8/8/2014,Air conditioner,John Curtis,700,651,7.00%,,,,
Ho Chi Minh City,Vietnam,APAC,7/6/2017,Coffee grinder,Susan Dixon,70,65,7.14%,,,,
Seattle,USA,Americas,1/20/2015,Microwave,Kevin Styles,80,75,6.25%,,,,
Lima,Peru,Americas,4/29/2017,Dishwasher,William Lant,500,500,0.00%,,,,
London,UK,EMEA,11/23/2017,Oven,Ian Borowski,500,495,1.00%,,,,
Seoul,South Korea,APAC,7/28/2017,Air conditioner,James Gahagan,700,665,5.00%,,,,
Prague,Czech Republic,EMEA,11/28/2017,Vacuum Cleaner,David Stewart,250,230,8.00%,,,,
Tel Aviv,Israel,EMEA,3/23/2016,Ceiling fan,John Verma,150,143,4.67%,,,,
Santiago,Chile,Americas,1/27/2017,Vacuum Cleaner,Julia Hurren,250,230,8.00%,,,,
Sao Paolo,Brazil,Americas,6/1/2015,Air conditioner,Cheryl Tubbs,700,665,5.00%,,,,
Houston,USA,Americas,7/19/2014,Vacuum Cleaner,Glenys Muhammad,250,245,2.00%,,,,
Los Angeles,USA,Americas,9/3/2014,Toaster,Christopher Kitching,50,38,24.00%,,,,
Tokyo,Japan,APAC,9/16/2016,Coffee grinder,Pauline Pope,70,64,8.57%,,,,
Guangzhou,China,APAC,7/23/2015,Vacuum Cleaner,Helen Watt,250,238,4.80%,,,,
Jerusalem,Israel,EMEA,5/6/2016,Ceiling fan,Neil Tubbs,150,137,8.67%,,,,
Warsaw,Poland,EMEA,6/16/2016,Washing Machine,Barbara McDevitt,800,520,35.00%,,,,
Dublin,Ireland,EMEA,6/1/2015,Microwave,Robert Harris,80,80,0.00%,,,,
Capetown,South Africa,EMEA,2/14/2015,Microwave,Margaret Philp,80,62,22.50%,,,,
London,UK,EMEA,8/24/2016,Toaster,James Neville,50,50,0.00%,,,,
Kansas City,USA,Americas,5/31/2014,Washing Machine,Kirsty Amos,800,640,20.00%,,,,
Dubai,UAE,EMEA,3/19/2015,Iron,David Romero,30,21,30.00%,,,,
Vancouver,Canada,Americas,5/2/2014,Refrigerator,Christine Rowe,1000,780,22.00%,,,,
Prague,Czech Republic,EMEA,8/15/2017,Air conditioner,Edward Khan,700,679,3.00%,,,,
Delhi,India,APAC,2/21/2015,Toaster,Russell Wood,50,50,0.00%,,,,
New York,USA,Americas,12/3/2015,Coffee grinder,Barbara Turner,70,55,21.43%,,,,
Dubai,UAE,EMEA,7/24/2014,Washing Machine,Peter Kelly,800,800,0.00%,,,,
Bangkok,Thailand,APAC,12/12/2017,Toaster,Andi Liu,50,50,0.00%,,,,
Toronto,Canada,Americas,11/23/2015,Microwave,Nick Blacklock,80,59,26.25%,,,,
Chicago,USA,Americas,4/11/2015,Iron,Ronald Bettley,30,30,0.00%,,,,
Kuala Lumpur,Malaysia,APAC,8/27/2017,Ceiling fan,Harold Lunn,150,140,6.67%,,,,
Madria,Spain,EMEA,9/28/2014,Microwave,Zhan Whitfield,80,66,17.50%,,,,
Bucharest,Romania,EMEA,9/23/2014,Dishwasher,Richard Rowe,500,475,5.00%,,,,
Lima,Peru,Americas,6/17/2016,Dishwasher,Michael Wood,500,485,3.00%,,,,
Tijuana,Mexico,Americas,9/4/2015,Air conditioner,Rosemary Hatcher,700,581,17.00%,,,,
Riyadh,Saudi Arabia,EMEA,8/15/2018,Microwave,Lloyd Barr,80,74,7.50%,,,,
Buenos Aires,Argentina,Americas,1/12/2018,Oven,Nicola Nathan,500,490,2.00%,,,,
Bangalore,India,APAC,9/10/2016,Vacuum Cleaner,Delia Muhammad,250,240,4.00%,,,,
Lima,Peru,Americas,10/15/2017,Washing Machine,Lloyd Norton,800,744,7.00%,,,,
Tijuana,Mexico,Americas,1/13/2018,Oven,Richard Foy,500,490,2.00%,,,,
Madria,Spain,EMEA,10/7/2017,Oven,Howard Jones,500,495,1.00%,,,,
Kansas City,USA,Americas,1/26/2018,Oven,Douglas Davies,500,500,0.00%,,,,
Warsaw,Poland,EMEA,11/14/2017,Ceiling fan,Anthony Connolly,150,138,8.00%,,,,
Lima,Peru,Americas,2/23/2016,Oven,Peter Jago,500,490,2.00%,,,,
Ho Chi Minh City,Vietnam,APAC,4/10/2017,Air conditioner,Rosemary Aziz,700,658,6.00%,,,,
Bucharest,Romania,EMEA,3/27/2016,Refrigerator,Kevin Ross,1000,800,20.00%,,,,
Shanghai,China,APAC,2/26/2017,Dishwasher,Paul Power,500,485,3.00%,,,,
Athens,Greece,EMEA,1/2/2016,Dishwasher,David Walker,500,445,11.00%,,,,
Osaka,Japan,APAC,1/8/2015,Coffee grinder,Selwyn Kitching,70,59,15.71%,,,,
New York,USA,Americas,4/7/2014,Ceiling fan,Matthew Crowe,150,122,18.67%,,,,
Amsterdam,Netherlands,EMEA,4/21/2016,Air conditioner,Allyson Parker,700,658,6.00%,,,,
Moscow,Russia,EMEA,3/19/2015,Dishwasher,Darren Brooks,500,480,4.00%,,,,
Berlin,Germany,EMEA,10/29/2015,Iron,Paul Mannion,30,27,10.00%,,,,
Dubai,UAE,EMEA,8/12/2017,Washing Machine,Marie Whitfield,800,592,26.00%,,,,
Sao Paolo,Brazil,Americas,2/9/2017,Washing Machine,Richard Kay,800,680,15.00%,,,,
Santiago,Chile,Americas,1/12/2016,Air conditioner,Richard James,700,693,1.00%,,,,
Guangzhou,China,APAC,10/13/2017,Ceiling fan,Donald Higgs,150,141,6.00%,,,,
Bogota,Columbia,Americas,8/16/2017,Dishwasher,Paul Puri,500,470,6.00%,,,,
San Fransisco,USA,Americas,7/8/2018,Oven,Gillan Clark,500,495,1.00%,,,,
San Fransisco,USA,Americas,7/5/2016,Vacuum Cleaner,James Stephen,250,248,0.80%,,,,
Tel Aviv,Israel,EMEA,11/30/2017,Microwave,Jacob Percival,80,76,5.00%,,,,
Tokyo,Japan,APAC,5/9/2015,Blender,Ken Mishra,50,33,34.00%,,,,
Lima,Peru,Americas,7/14/2018,Dishwasher,Michael Wood,500,475,5.00%,,,,
Seoul,South Korea,APAC,6/5/2018,Air conditioner,Martin Birch,700,686,2.00%,,,,
London,UK,EMEA,3/12/2014,Refrigerator,Claire Brooks,1000,780,22.00%,,,,
Vancouver,Canada,Americas,5/31/2014,Refrigerator,Elaine Ricketts,1000,510,49.00%,,,,
Kansas City,USA,Americas,12/24/2016,Blender,David Rodrigues,50,49,2.00%,,,,
Guangzhou,China,APAC,10/19/2017,Washing Machine,Wolfgang Carvalho,800,512,36.00%,,,,
Bogota,Columbia,Americas,8/2/2015,Washing Machine,Alison Lazar,800,656,18.00%,,,,
Bogota,Columbia,Americas,4/29/2015,Microwave,Philip Mishra,80,72,10.00%,,,,
Bangalore,India,APAC,8/28/2014,Oven,Delia Muhammad,500,500,0.00%,,,,
Bangalore,India,APAC,7/11/2014,Washing Machine,Paresh Mathews,800,472,41.00%,,,,
Delhi,India,APAC,1/28/2018,Microwave,Geoffrey Patel,80,80,0.00%,,,,
Dublin,Ireland,EMEA,3/17/2015,Coffee grinder,John Curtis,70,64,8.57%,,,,
San Fransisco,USA,Americas,5/10/2014,Ceiling fan,Kevin Ahmed,150,114,24.00%,,,,
Istanbul,Turkey,EMEA,2/6/2017,Microwave,Julie Pope,80,73,8.75%,,,,
Berlin,Germany,EMEA,1/25/2017,Blender,James Whitehead,50,47,6.00%,,,,
Mexico City,Mexico,Americas,11/9/2018,Refrigerator,James Anthony,1000,960,4.00%,,,,
New York,USA,Americas,9/29/2016,Refrigerator,Sarah Houghton,1000,990,1.00%,,,,
Bogota,Columbia,Americas,10/20/2018,Washing Machine,Antony Westlake,800,720,10.00%,,,,
San Fransisco,USA,Americas,8/9/2015,Washing Machine,Richard Dewar,800,600,25.00%,,,,
Paris,France,EMEA,3/1/2016,Dishwasher,Ryan Goad,500,435,13.00%,,,,
Bogota,Columbia,Americas,2/26/2014,Iron,Russell Thorley,30,25,16.67%,,,,
Shanghai,China,APAC,1/16/2014,Toaster,Glenys Raymond,50,46,8.00%,,,,
London,UK,EMEA,9/10/2014,Toaster,James Neville,50,48,4.00%,,,,
Rome,Italy,EMEA,8/26/2016,Ceiling fan,Golam Reid,150,134,10.67%,,,,
Mexico City,Mexico,Americas,3/29/2014,Microwave,Mark Evans,80,75,6.25%,,,,
Seoul,South Korea,APAC,4/23/2016,Air conditioner,Roger Scott,700,693,1.00%,,,,
Jerusalem,Israel,EMEA,11/21/2014,Ceiling fan,David Hubble,150,119,20.67%,,,,
Riyadh,Saudi Arabia,EMEA,10/28/2015,Microwave,Gillian Crawley,80,48,40.00%,,,,
Toronto,Canada,Americas,9/16/2014,Blender,David Shiner,50,45,10.00%,,,,
San Fransisco,USA,Americas,6/28/2014,Vacuum Cleaner,Gary Acheampong,250,250,0.00%,,,,
Berlin,Germany,EMEA,7/27/2014,Dishwasher,John Gunter,500,380,24.00%,,,,
Shenzhen,China,APAC,7/6/2017,Oven,Keith Drage,500,495,1.00%,,,,
Jerusalem,Israel,EMEA,1/28/2014,Air conditioner,Susan Carley,700,623,11.00%,,,,
Capetown,South Africa,EMEA,4/17/2016,Blender,Margaret Philp,50,44,12.00%,,,,
Athens,Greece,EMEA,9/20/2017,Iron,Mark Lawton,30,30,0.00%,,,,
Bucharest,Romania,EMEA,7/13/2014,Toaster,Richard Rowe,50,49,2.00%,,,,
Los Angeles,USA,Americas,6/19/2016,Microwave,Paul Hirst,80,72,10.00%,,,,
Shenzhen,China,APAC,6/5/2015,Toaster,Caroline Gee,50,45,10.00%,,,,
Seattle,USA,Americas,8/30/2016,Ceiling fan,Kate Nash,150,149,0.67%,,,,
Amsterdam,Netherlands,EMEA,11/19/2016,Coffee grinder,Allyson Rush,70,61,12.86%,,,,
Tel Aviv,Israel,EMEA,8/28/2016,Oven,Jacob Percival,500,500,0.00%,,,,
Prague,Czech Republic,EMEA,12/16/2014,Air conditioner,Maureen Haymes,700,672,4.00%,,,,
Santiago,Chile,Americas,4/1/2018,Washing Machine,Julia Hammond,800,640,20.00%,,,,
Madria,Spain,EMEA,7/30/2017,Refrigerator,Roy Lloyd,1000,630,37.00%,,,,
Berlin,Germany,EMEA,5/1/2017,Toaster,James Whitehead,50,46,8.00%,,,,
Houston,USA,Americas,1/12/2015,Toaster,Glenys Muhammad,50,33,34.00%,,,,
Prague,Czech Republic,EMEA,12/19/2016,Washing Machine,Stephen Nolan,800,568,29.00%,,,,
Osaka,Japan,APAC,3/18/2015,Dishwasher,Stephen Brown,500,490,2.00%,,,,
Paris,France,EMEA,6/6/2017,Vacuum Cleaner,Philip Tubbs,250,238,4.80%,,,,
Capetown,South Africa,EMEA,9/15/2016,Iron,Lucy Downs,30,26,13.33%,,,,
Mexico City,Mexico,Americas,12/23/2016,Iron,John Ali,30,30,0.00%,,,,
Cairo,Egypt,EMEA,11/30/2017,Refrigerator,David Amos,1000,860,14.00%,,,,
Kuala Lumpur,Malaysia,APAC,7/23/2014,Refrigerator,Steven Roberts,1000,800,20.00%,,,,
San Fransisco,USA,Americas,6/13/2015,Microwave,Patricia Sewell,80,79,1.25%,,,,
Amsterdam,Netherlands,EMEA,8/16/2017,Toaster,Danny Grant,50,49,2.00%,,,,
Bangalore,India,APAC,5/22/2015,Iron,Paresh Mathews,30,28,6.67%,,,,
Warsaw,Poland,EMEA,10/11/2015,Air conditioner,Hin Bragg,700,623,11.00%,,,,
Buenos Aires,Argentina,Americas,1/9/2016,Dishwasher,Nicola Nathan,500,435,13.00%,,,,
Kuala Lumpur,Malaysia,APAC,12/12/2014,Air conditioner,Anthony Green,700,693,1.00%,,,,
Kansas City,USA,Americas,5/4/2017,Ceiling fan,Nicola Wright,150,150,0.00%,,,,
Chicago,USA,Americas,6/9/2015,Washing Machine,Jeremy Bannister,800,696,13.00%,,,,
Dublin,Ireland,EMEA,4/26/2014,Iron,Emma Gibbons,30,26,13.33%,,,,
Lima,Peru,Americas,6/29/2016,Air conditioner,Michael Wood,700,623,11.00%,,,,
Madria,Spain,EMEA,4/18/2016,Microwave,Howard Jones,80,74,7.50%,,,,
Riyadh,Saudi Arabia,EMEA,11/15/2014,Iron,Gillian Crawley,30,21,30.00%,,,,
Kansas City,USA,Americas,7/25/2016,Microwave,Xun Simms,80,68,15.00%,,,,
Osaka,Japan,APAC,1/22/2014,Blender,Colin Patel,50,48,4.00%,,,,
Shenzhen,China,APAC,7/1/2017,Iron,Fatima James,30,29,3.33%,,,,
Capetown,South Africa,EMEA,3/21/2016,Iron,Margaret Philp,30,29,3.33%,,,,
Bangalore,India,APAC,3/10/2016,Refrigerator,Delia Muhammad,1000,510,49.00%,,,,
Bangkok,Thailand,APAC,12/17/2016,Iron,Carol Cormack,30,29,3.33%,,,,
Tel Aviv,Israel,EMEA,8/2/2014,Refrigerator,Richard McGrath,1000,840,16.00%,,,,
Istanbul,Turkey,EMEA,1/22/2016,Vacuum Cleaner,David Philp,250,225,10.00%,,,,
Buenos Aires,Argentina,Americas,9/24/2016,Iron,Ian Grant,30,26,13.33%,,,,
Amsterdam,Netherlands,EMEA,11/28/2015,Air conditioner,Allyson Parker,700,539,23.00%,,,,
